Gen	Col	A	B	NumActs1	NumActs2	WorkAlloc1	WorkAlloc2	Idle	Fitness	Mean_F	Mean_F_franjo
28	99	0.5	0.5	3894	4141	40.6667	42.902		0	2088.19	0.0836513	0.541826
29	0	0.5	0.5	3985	4199	41.4902	41.5882		0	2078.5	0.0710708	0.535535
29	1	0.5	0.5	4056	4177	42.6863	41.0784		0	2093.09	0.0360933	0.518047
29	2	0.5	0.5	4302	3845	43.6078	40.2353		0	2093.47	0.0365683	0.518284
29	3	0.5	0.5	4090	4022	39.0392	43.5098		0	2062.21	0.0593231	0.529662
29	4	0.5	0.5	4042	4153	42.7255	40.7843		0	2087.64	0.0882995	0.54415
29	5	0.5	0.5	3844	4314	40.549	42.0588		0	2072.7	0.0838673	0.541934
29	6	0.5	0.5	3905	4266	40.7451	42.7647		0	2085.42	0.0742495	0.537125
29	7	0.5	0.5	4117	3995	40.0196	42.7255		0	2068.88	0.0713018	0.535651
29	8	0.5	0.5	3956	4214	41.5686	42.6471		0	2106.81	0.0606205	0.53031
29	9	0.5	0.5	3750	4422	40.3333	42.8039		0	2076.42	0.0571924	0.528596
29	10	0.5	0.5	3801	4371	39.1176	44.0196		0	2075.48	0.0821116	0.541056
29	11	0.5	0.5	4051	4114	40.5098	42.5882		0	2075.27	0.120515	0.560257
29	12	0.5	0.5	3968	4203	40.2157	43.0392		0	2080.89	0.0285976	0.514299
29	13	0.5	0.5	4070	4085	41.8235	41.2549		0	2076.93	0.0655652	0.532783
29	14	0.5	0.5	4054	4111	39.8627	42.8039		0	2063.49	0.0331381	0.516569
29	15	0.5	0.5	4099	4090	39.4706	44.4118		0	2094.33	0.0843534	0.542177
29	16	0.5	0.5	3979	4204	39.7647	43.098		0	2072.3	0.055951	0.527976
29	17	0.5	0.5	3844	4336	38.8235	43.9216		0	2062.56	0.0626989	0.531349
29	18	0.5	0.5	4334	3831	44.3333	38.7059		0	2069.46	0.0729569	0.536478
29	19	0.5	0.5	3958	4169	40.5294	42.3725		0	2073.55	0.0521386	0.526069
29	20	0.5	0.5	4004	4268	39	44.902		0	2093.34	0.104902	0.552451
29	21	0.5	0.5	3907	4227	38.7255	44.4706		0	2073.04	0.0670372	0.533519
29	22	0.5	0.5	3961	4251	39.6471	43.6275		0	2084.08	0.0451915	0.522596
29	23	0.5	0.5	4021	4151	42.6078	40.7059		0	2080.35	0.0792657	0.539633
29	24	0.5	0.5	4141	4006	40.8627	42.3333		0	2080.65	0.0867833	0.543392
29	25	0.5	0.5	4142	4012	41.6275	41.7451		0	2083.5	0.016772	0.508386
29	26	0.5	0.5	3682	4457	38.7059	44.1373		0	2068.53	0.0274526	0.513726
29	27	0.5	0.5	4229	3917	43.902	38.8235		0	2071.11	0.0794954	0.539748
29	28	0.5	0.5	4010	4134	37.6863	45.3922		0	2070.36	0.0874656	0.543733
29	29	0.5	0.5	4052	4097	41.7843	42.0196		0	2093.99	0.130193	0.565097
29	30	0.5	0.5	4241	3895	42.4118	40.4314		0	2068.78	0.0869275	0.543464
29	31	0.5	0.5	4311	3875	44.2745	39.2157		0	2083.35	0.00707172	0.503536
29	32	0.5	0.5	4094	4070	41.3137	41.5686		0	2070.49	0.0729946	0.536497
29	33	0.5	0.5	4366	3879	44.4706	39.8039		0	2103.44	0.0626702	0.531335
29	34	0.5	0.5	3871	4303	38.7451	43.9608		0	2063.03	0.0789051	0.539453
29	35	0.5	0.5	3978	4125	39.8039	42.4314		0	2056.67	0.0570187	0.528509
29	36	0.5	0.5	4109	4094	43.3725	40.2745		0	2087.62	0.000583238	0.500292
29	37	0.5	0.5	4084	4057	42.9608	40.1961		0	2076.2	0.0836525	0.541826
29	38	0.5	0.5	3960	4151	42.4902	40.1373		0	2064.44	0.0515808	0.52579
29	39	0.5	0.5	4016	4199	42.6667	41.4314		0	2103.71	0.107932	0.553966
29	40	0.5	0.5	4004	4158	37.3725	45.451		0	2057.01	0.0663132	0.533157
29	41	0.5	0.5	4114	4058	43.0784	40.451		0	2087.11	0.0336124	0.516806
29	42	0.5	0.5	4081	4057	41.6667	41.2941		0	2072.99	0.0783143	0.539157
29	43	0.5	0.5	3953	4269	40.3922	43.1373		0	2088.5	0.0471466	0.523573
29	44	0.5	0.5	3909	4238	41.0784	42.098		0	2079.93	0.0909717	0.545486
29	45	0.5	0.5	3632	4577	38.7647	45.098		0	2091.65	0.0599108	0.529955
29	46	0.5	0.5	4101	4067	42.0784	41.3137		0	2083.37	0.0455539	0.522777
29	47	0.5	0.5	3994	4199	39.5294	43.4902		0	2074.48	0.0808194	0.54041
29	48	0.5	0.5	4139	4053	42.6863	40.3529		0	2075.7	0.0607615	0.530381
29	49	0.5	0.5	4097	4092	42.9216	41.1765		0	2103.07	0.0424793	0.52124
29	50	0.5	0.5	4121	4031	43.0196	40.1373		0	2076.65	0.048068	0.524034
29	51	0.5	0.5	4033	4147	43.7255	39.1765		0	2068.75	0.0795062	0.539753
29	52	0.5	0.5	3925	4249	42.0196	40.5098		0	2062.63	0.0251227	0.512561
29	53	0.5	0.5	3880	4254	40.3137	42.7843		0	2076.59	0.0485318	0.524266
29	54	0.5	0.5	3926	4268	39.6667	44.098		0	2092.94	0.104945	0.552473
29	55	0.5	0.5	4189	3933	43.098	40.1961		0	2079.75	0.0456763	0.522838
29	56	0.5	0.5	4140	4019	42.1569	41		0	2078.29	0.0525995	0.5263
29	57	0.5	0.5	4042	4125	41.098	42.1176		0	2084.38	0.029782	0.514891
29	58	0.5	0.5	3940	4277	40.2157	43.1373		0	2083.65	0.104343	0.552171
29	59	0.5	0.5	3788	4407	38.6078	44.4314		0	2070.07	0.0624078	0.531204
29	60	0.5	0.5	4052	4120	41.8627	41.3529		0	2083.96	0.0184492	0.509225
29	61	0.5	0.5	4108	4051	42.6471	40.3922		0	2076.79	0.0587323	0.529366
29	62	0.5	0.5	4199	3990	41.1373	42.1569		0	2081.84	0.0375602	0.51878
29	63	0.5	0.5	4210	3942	44.8824	38.1765		0	2068.19	0.0602783	0.530139
29	64	0.5	0.5	3937	4212	41.6275	41		0	2062.96	0.0756992	0.53785
29	65	0.5	0.5	3943	4233	39.9804	43.6471		0	2087.67	0.0309676	0.515484
29	66	0.5	0.5	3902	4289	41.8235	41.549		0	2084.99	0.0400688	0.520034
29	67	0.5	0.5	3901	4317	39.1569	44.4902		0	2085.97	0.0464063	0.523203
29	68	0.5	0.5	4064	4135	42.7451	41.098		0	2095.26	0.0927864	0.546393
29	69	0.5	0.5	3915	4214	41.3333	41.5294		0	2071.49	0.0451789	0.522589
29	70	0.5	0.5	3961	4196	41.6275	41.0784		0	2067.44	0.0833635	0.541682
29	71	0.5	0.5	4186	3969	43.9412	38.9216		0	2067.51	0.0430244	0.521512
29	72	0.5	0.5	4295	3899	42.549	40.902		0	2084.58	0.100264	0.550132
29	73	0.5	0.5	4168	4041	42.0588	41.2745		0	2083.48	0.0433811	0.521691
29	74	0.5	0.5	3823	4298	37.9608	44.8824		0	2063.88	0.0334416	0.516721
29	75	0.5	0.5	4011	4102	38.8627	44.2941		0	2074.61	0.065112	0.532556
29	76	0.5	0.5	4201	3936	42.3725	40.3529		0	2064.86	0.121496	0.560748
29	77	0.5	0.5	3930	4185	39.2353	43.7255		0	2070.08	0.0506443	0.525322
29	78	0.5	0.5	3965	4285	41.5098	41.8627		0	2083	0.0716295	0.535815
29	79	0.5	0.5	4042	4141	42.5686	41.2549		0	2096.22	0.0356654	0.517833
29	80	0.5	0.5	3959	4233	40.7843	42.6863		0	2087.91	0.0230612	0.511531
29	81	0.5	0.5	3983	4218	42.549	41.0588		0	2087.18	0.0519811	0.525991
29	82	0.5	0.5	4202	3976	42.7255	40.7451		0	2084.45	0.0690446	0.534522
29	83	0.5	0.5	3907	4310	40.6863	42.4118		0	2079.56	0.0864711	0.543236
29	84	0.5	0.5	4100	4027	41.8235	41.5882		0	2083.46	0.0922984	0.546149
29	85	0.5	0.5	4135	4077	42.6078	40.8431		0	2091.58	0.0545896	0.527295
29	86	0.5	0.5	4045	4164	41.2353	41.9804		0	2079.46	0.0412795	0.52064
29	87	0.5	0.5	3997	4165	40.8235	42.5686		0	2083.42	0.0412232	0.520612
29	88	0.5	0.5	3987	4191	41.4706	42.2745		0	2093.93	0.0396539	0.519827
29	89	0.5	0.5	4199	4008	41.5098	41.7843		0	2080.98	0.0237428	0.511871
29	90	0.5	0.5	3847	4370	39.8627	43.9608		0	2090.36	0.0429575	0.521479
29	91	0.5	0.5	4138	4075	41.0392	42.8235		0	2096.96	0.0665723	0.533286
29	92	0.5	0.5	4104	4085	43.8431	39.9608		0	2092.02	0.10457	0.552285
29	93	0.5	0.5	3975	4227	40.9216	42.5098		0	2084.18	0.0549891	0.527495
29	94	0.5	0.5	3951	4204	40	43.0784		0	2079.72	0.0691665	0.534583
29	95	0.5	0.5	4206	4011	45.3922	37.7843		0	2066.63	0.0824516	0.541226
29	96	0.5	0.5	4060	4095	42	41.3333		0	2081.98	0.00175205	0.500876
29	97	0.5	0.5	4128	4123	42.0196	41.8824		0	2095	0.00268226	0.501341
29	98	0.5	0.5	3964	4218	40.3725	43.2549		0	2091.24	0.103055	0.551528
29	99	0.5	0.5	4092	4147	42.6471	41.7255		0	2109.46	0.0967386	0.548369
30	0	0.5	0.5	3607	4493	38.8039	44.5294		0	2077.02	0.0545147	0.527257
30	1	0.5	0.5	4038	4079	40.1373	42.902		0	2077.16	0.0503926	0.525196
30	2	0.5	0.5	4063	4060	41.902	41.2745		0	2077.98	0.0698332	0.534917
30	3	0.5	0.5	3972	4190	42.6078	40.7059		0	2084.84	0.0541511	0.527076
30	4	0.5	0.5	4101	4077	41.8431	41.7059		0	2092.5	0.0849163	0.542458
30	5	0.5	0.5	4064	4114	40.2157	43.2353		0	2080.38	0.0648996	0.53245
30	6	0.5	0.5	3983	4143	39.9216	42.8235		0	2065.64	0.0863211	0.543161
30	7	0.5	0.5	4166	3948	41.2941	41.4314		0	2068	0.0334269	0.516713
30	8	0.5	0.5	4124	3977	40.7059	41.7451		0	2059.35	0.072289	0.536145
30	9	0.5	0.5	4009	4136	42.2157	40.9608		0	2076.29	0.115616	0.557808
30	10	0.5	0.5	4123	4029	40.8824	42.5098		0	2085.14	0.0599398	0.52997
30	11	0.5	0.5	4055	4090	43.451	40.9804		0	2108.66	0.057901	0.528951
30	12	0.5	0.5	4146	4033	44.5098	39.1765		0	2087.04	0.071142	0.535571
30	13	0.5	0.5	4223	3954	43.7451	40.1373		0	2095.46	0.0856503	0.542825
30	14	0.5	0.5	3919	4255	41.5686	41.7059		0	2079.48	0.0500816	0.525041
30	15	0.5	0.5	3998	4083	42.6863	39.8431		0	2061.85	0.0457686	0.522884
30	16	0.5	0.5	4120	4110	42.9216	40.9412		0	2094.76	0.0295613	0.514781
30	17	0.5	0.5	4001	4113	42.1765	40.4314		0	2064.49	0.0695318	0.534766
30	18	0.5	0.5	4024	4128	42.6863	40.1176		0	2069.92	0.0642496	0.532125
30	19	0.5	0.5	4187	3946	44.2157	39.4314		0	2086.73	0.0380304	0.519015
30	20	0.5	0.5	4079	4055	41.0784	42.0392		0	2076.38	0.0727829	0.536391
30	21	0.5	0.5	4210	3819	43.1961	38.9804		0	2053.21	0.0310591	0.51553
30	22	0.5	0.5	3897	4228	41.3725	41.2941		0	2066	0.0590633	0.529532
30	23	0.5	0.5	4279	3830	44.5686	38.6471		0	2072.51	0.0465709	0.523285
30	24	0.5	0.5	4107	4092	40.2941	43.0588		0	2084.89	-0.00471761	0.497641
30	25	0.5	0.5	3808	4341	40.2353	42.7451		0	2073.1	0.076793	0.538397
30	26	0.5	0.5	4336	3758	45.2745	38.098		0	2077.96	0.00454552	0.502273
30	27	0.5	0.5	4233	3876	43.3922	39.9608		0	2082.95	0.0691906	0.534595
30	28	0.5	0.5	3994	4173	39.6471	44.2941		0	2095.09	0.0892014	0.544601
30	29	0.5	0.5	3941	4235	40.4902	43.2157		0	2093.35	0.0256854	0.512843
30	30	0.5	0.5	4094	4100	40.1765	43.4902		0	2089.27	0.028147	0.514073
30	31	0.5	0.5	4103	3988	41.3725	41.6275		0	2076.48	0.0391768	0.519588
30	32	0.5	0.5	3784	4340	40.7059	42.6275		0	2083.49	0.0236713	0.511836
30	33	0.5	0.5	3966	4138	42.0784	41.1373		0	2079.43	0.0769143	0.538457
30	34	0.5	0.5	3931	4207	40.2941	43.2745		0	2086.76	-0.00116004	0.49942
30	35	0.5	0.5	4086	4107	42.2353	41.6471		0	2096.44	0.0920624	0.546031
30	36	0.5	0.5	3959	4161	40.4314	42.5098		0	2073.27	0.019547	0.509773
30	37	0.5	0.5	4132	4025	40.4902	42.8431		0	2082.56	0.0531396	0.52657
30	38	0.5	0.5	3971	4186	41.9608	41.4314		0	2086.98	0.0686286	0.534314
30	39	0.5	0.5	4096	4021	40.4314	43.1765		0	2090.93	0.106564	0.553282
30	40	0.5	0.5	4135	4029	42.3725	41.098		0	2085.36	0.0477589	0.523879
30	41	0.5	0.5	3983	4198	39.902	43.5294		0	2085.22	-0.00261258	0.498694
30	42	0.5	0.5	3905	4296	41.0588	42.5098		0	2088.65	0.0544434	0.527222
30	43	0.5	0.5	4076	3968	42.6863	40.1373		0	2068.88	0.0578158	0.528908
30	44	0.5	0.5	3811	4302	40.8824	42.0392		0	2075.33	0.0728794	0.53644
30	45	0.5	0.5	3697	4455	38.0588	45.2549		0	2073.67	0.0807895	0.540395
30	46	0.5	0.5	4048	4099	40.6275	42.7255		0	2083.65	0.0558082	0.527904
30	47	0.5	0.5	4007	4127	41.3529	42.1961		0	2089.8	0.0531328	0.526566
30	48	0.5	0.5	4169	3977	42.1373	41.5686		0	2091.49	0.092091	0.546046
30	49	0.5	0.5	3873	4256	40.1961	43.0588		0	2082.47	0.0368062	0.518403
30	50	0.5	0.5	4057	4102	40.7059	42.9412		0	2088.22	0.0772402	0.53862
30	51	0.5	0.5	4121	3991	42.7059	40.3529		0	2074.59	0.0535032	0.526752
30	52	0.5	0.5	4100	4022	41.2353	42.0196		0	2079.36	0.0710794	0.53554
30	53	0.5	0.5	3807	4298	37.7059	45.098		0	2062.08	0.0645648	0.532282
30	54	0.5	0.5	4037	4080	40.902	42.1961		0	2077.81	0.0728163	0.536408
30	55	0.5	0.5	4005	4110	42.4902	40.3529		0	2069.86	0.0443008	0.52215
30	56	0.5	0.5	3950	4191	40.3137	43.0784		0	2084.83	0.0619401	0.53097
30	57	0.5	0.5	4138	4073	40.3725	43.3333		0	2095.73	0.0188476	0.509424
30	58	0.5	0.5	3969	4157	39.9412	43.4118		0	2081.87	0.0935213	0.546761
30	59	0.5	0.5	3963	4278	41.3137	42.6275		0	2094.18	0.0625187	0.531259
30	60	0.5	0.5	4191	3966	41.451	42.6667		0	2098.79	0.118451	0.559226
30	61	0.5	0.5	4111	4007	42.4902	40.451		0	2071.7	0.0399274	0.519964
30	62	0.5	0.5	3772	4311	38.7451	43.5294		0	2053.42	0.0664624	0.533231
30	63	0.5	0.5	3984	4187	40.0784	43.3922		0	2087.99	0.107675	0.553837
30	64	0.5	0.5	4246	3836	43.549	39.0392		0	2064.38	0.0475343	0.523767
30	65	0.5	0.5	4078	4056	42.0588	41.7647		0	2091.98	0.0551681	0.527584
30	66	0.5	0.5	4143	4002	43.0196	40.4706		0	2085.27	0.0975628	0.548781
30	67	0.5	0.5	3732	4407	39.5294	43.6471		0	2074.82	0.0852789	0.542639
30	68	0.5	0.5	4253	3941	45.8627	38		0	2084.99	0.0970536	0.548527
30	69	0.5	0.5	3899	4239	40.1373	43.2941		0	2084.65	0.0738764	0.536938
30	70	0.5	0.5	4237	3882	42	41.3137		0	2081.34	0.0904527	0.545226
30	71	0.5	0.5	4248	3909	43.7843	39.6471		0	2082.25	0.101359	0.55068
30	72	0.5	0.5	4033	4038	41.3333	41.5686		0	2069	0.0535093	0.526755
30	73	0.5	0.5	3947	4195	40.0784	42.7451		0	2069.01	0.054148	0.527074
30	74	0.5	0.5	3945	4143	40.3137	42.5098		0	2067.16	0.0762961	0.538148
30	75	0.5	0.5	4161	3984	42.2353	41		0	2080.36	0.0495996	0.5248
30	76	0.5	0.5	4055	4103	40.5098	42.6275		0	2073.35	0.0367573	0.518379
30	77	0.5	0.5	4158	3951	42.5098	41.1176		0	2089.67	0.0318668	0.515933
30	78	0.5	0.5	4009	4109	42.9608	40.1373		0	2076.85	0.0577392	0.52887
30	79	0.5	0.5	4002	4098	41.1961	41.902		0	2076.89	0.0776555	0.538828
30	80	0.5	0.5	4002	4200	40.9216	42.4902		0	2086.71	0.0666087	0.533304
30	81	0.5	0.5	4073	4057	42.7843	41		0	2091.98	0.0646063	0.532303
30	82	0.5	0.5	4018	4089	42.8235	39.6471		0	2062.81	0.0247728	0.512386
30	83	0.5	0.5	3929	4219	42.9608	39.8235		0	2067.93	0.0468426	0.523421
30	84	0.5	0.5	4307	3848	43.5294	39.8235		0	2080.92	0.0913029	0.545651
30	85	0.5	0.5	4212	3921	46.0392	36.7647		0	2056.84	0.0544936	0.527247
30	86	0.5	0.5	4254	3930	43.4706	40.0196		0	2083.06	0.0607607	0.53038
30	87	0.5	0.5	4044	4060	39.6275	43.3922		0	2074.26	0.0809972	0.540499
30	88	0.5	0.5	4071	4097	44.0784	39.1569		0	2082.13	0.0810742	0.540537
30	89	0.5	0.5	3981	4138	40.3529	42.8627		0	2077.07	0.0264345	0.513217
30	90	0.5	0.5	4310	3876	44.5686	39.3333		0	2096.16	0.0766765	0.538338
30	91	0.5	0.5	4122	4046	41.3137	41.9216		0	2081.41	0.0990348	0.549517
30	92	0.5	0.5	4058	4096	41.6667	41.3529		0	2077.47	0.0961484	0.548074
30	93	0.5	0.5	4117	4084	40.3922	43.9804		0	2105.56	0.0514746	0.525737
30	94	0.5	0.5	4063	4082	42.4706	40.7451		0	2080.53	0.070966	0.535483
30	95	0.5	0.5	3836	4296	41.6275	41.3137		0	2073.47	0.0397923	0.519896
30	96	0.5	0.5	4155	4014	43.2549	40.4902		0	2092.21	0.080186	0.540093
30	97	0.5	0.5	4170	4023	42.2157	40.6471		0	2070.55	0.0921505	0.546075
30	98	0.5	0.5	4220	3863	42.8039	40.1569		0	2075.62	0.0477794	0.52389
30	99	0.5	0.5	4112	4091	40.9216	42.6078		0	2086.96	0.0785163	0.539258
31	0	0.5	0.5	4272	3841	43.8431	39.4706		0	2082.25	0.0864065	0.543203
31	1	0.5	0.5	3965	4120	40.3333	42.7059		0	2075.76	0.0591026	0.529551
31	2	0.5	0.5	4139	3977	40.3529	42.7647		0	2078.01	0.110231	0.555116
31	3	0.5	0.5	4327	3763	45.1961	37.9216		0	2066.89	0.0458585	0.522929
31	4	0.5	0.5	4005	4175	41.4706	42.2157		0	2091.39	0.0647311	0.532366
31	5	0.5	0.5	3738	4274	39.1176	44.1961		0	2078.65	0.0473986	0.523699
31	6	0.5	0.5	4123	3959	44.6275	38.902		0	2080.67	0.0662706	0.533135
31	7	0.5	0.5	4096	3932	42	41.098		0	2078.92	0.0712285	0.535614
31	8	0.5	0.5	4008	3989	44.0784	39.5098		0	2087.05	0.0926093	0.546305
31	9	0.5	0.5	4161	3970	43.7451	39.1176		0	2071.53	0.0926626	0.546331
31	10	0.5	0.5	3973	4072	43.0196	40.0588		0	2075.53	0.0998257	0.549913
31	11	0.5	0.5	4023	4031	39.8235	43.6471		0	2084.7	0.106113	0.553056
31	12	0.5	0.5	4033	4101	41.6275	42.1373		0	2095.48	0.086542	0.543271
31	13	0.5	0.5	4019	4034	43.7255	39.3137		0	2069.86	0.106937	0.553468
31	14	0.5	0.5	4166	3935	42.0588	41.8627		0	2096.5	0.110051	0.555026
31	15	0.5	0.5	3871	4217	42.2549	41.1176		0	2081.82	0.0747644	0.537382
31	16	0.5	0.5	4139	3909	43.3922	39.1569		0	2056.85	0.0630185	0.531509
31	17	0.5	0.5	4033	4105	42.4118	41.3922		0	2092.4	0.0242198	0.51211
31	18	0.5	0.5	4175	3863	44.5686	38.2745		0	2067.03	0.0647114	0.532356
31	19	0.5	0.5	3725	4356	38.2157	45.1961		0	2076.76	0.107786	0.553893
31	20	0.5	0.5	3976	4143	40.5294	42.7647		0	2083.84	0.0315077	0.515754
31	21	0.5	0.5	4182	3832	43.9412	38.7451		0	2063.69	0.063368	0.531684
31	22	0.5	0.5	4111	3953	41.7451	41.2549		0	2072.48	0.0211449	0.510572
31	23	0.5	0.5	4138	3915	41.8039	40.9608		0	2072.45	0.0213144	0.510657
31	24	0.5	0.5	4217	3845	43.4118	40.3725		0	2093.66	0.066494	0.533247
31	25	0.5	0.5	4136	3931	44.9412	38.6275		0	2083.79	0.0643188	0.532159
31	26	0.5	0.5	3954	4056	40	42.7843		0	2071.37	0.0928562	0.546428
31	27	0.5	0.5	4006	4072	39.8039	43.0588		0	2069.16	0.0837003	0.54185
31	28	0.5	0.5	4192	3928	44.8431	37.902		0	2059.2	0.0793066	0.539653
31	29	0.5	0.5	4047	4047	42.6863	40.6863		0	2088.4	0.0637515	0.531876
31	30	0.5	0.5	4179	3875	44.2549	38.4118		0	2063.91	0.0261355	0.513068
31	31	0.5	0.5	3947	4120	41.2157	42.6078		0	2095.23	0.044842	0.522421
31	32	0.5	0.5	3926	4157	40.7843	42.4118		0	2078.78	0.121239	0.56062
31	33	0.5	0.5	4129	3957	41.1373	42.3725		0	2087.34	0.0594116	0.529706
31	34	0.5	0.5	3975	4137	40.2745	42.7255		0	2071.07	0.0438179	0.521909
31	35	0.5	0.5	4057	4011	40.1765	42.2549		0	2062.75	0.125869	0.562934
31	36	0.5	0.5	3976	4135	38.902	44.5294		0	2082.77	0.102909	0.551455
31	37	0.5	0.5	3870	4151	38.7451	43.7059		0	2056.02	0.0398889	0.519944
31	38	0.5	0.5	3800	4289	40.3137	43.098		0	2083.47	0.0855765	0.542788
31	39	0.5	0.5	4129	3909	41.6275	41.3333		0	2075.5	0.0647152	0.532358
31	40	0.5	0.5	4382	3722	43.8627	39.7647		0	2087.27	0.0610071	0.530504
31	41	0.5	0.5	3920	4156	39.9608	43.3333		0	2080.83	0.0911669	0.545583
31	42	0.5	0.5	3803	4307	40.7843	42.2353		0	2078.75	0.0541873	0.527094
31	43	0.5	0.5	4033	4054	43	40.6275		0	2089.89	0.0535162	0.526758
31	44	0.5	0.5	4131	3926	44.2941	39.2157		0	2084.36	0.0314771	0.515739
31	45	0.5	0.5	3721	4370	38.4314	45.2941		0	2083.58	0.0627417	0.531371
31	46	0.5	0.5	4091	3958	43.7451	39.5098		0	2078.72	0.0557735	0.527887
31	47	0.5	0.5	3921	4243	41.7451	42.0392		0	2092.98	0.0137097	0.506855
31	48	0.5	0.5	4194	3884	44.9412	39.1373		0	2099.25	0.0521765	0.526088
31	49	0.5	0.5	4031	3983	41.1176	41.5294		0	2065.98	0.0332596	0.51663
31	50	0.5	0.5	3974	4122	42.0196	41.9216		0	2095	0.0917321	0.545866
31	51	0.5	0.5	3954	4125	39.6275	44.7451		0	2108.36	0.0850069	0.542503
31	52	0.5	0.5	4264	3898	41.4314	42.6863		0	2101.74	0.0395436	0.519772
31	53	0.5	0.5	4027	4076	44.6078	38.7255		0	2076.15	0.0781155	0.539058
31	54	0.5	0.5	3782	4252	38.8431	43.8627		0	2064.52	0.0750898	0.537545
31	55	0.5	0.5	3905	4134	42.451	41.1765		0	2089.28	0.0700318	0.535016
31	56	0.5	0.5	3958	4082	41.5686	41.7451		0	2079.99	0.0706819	0.535341
31	57	0.5	0.5	4136	3939	42.3922	40.6471		0	2072.51	0.0305232	0.515262
31	58	0.5	0.5	4089	3982	42.4706	40.4314		0	2070	0.0400197	0.52001
31	59	0.5	0.5	4043	4006	44.1569	39.3333		0	2083.08	0.0969074	0.548454
31	60	0.5	0.5	4135	3986	41.7647	41.2941		0	2077.46	0.0485428	0.524271
31	61	0.5	0.5	3990	4162	40.5294	42.8039		0	2082.3	0.0328425	0.516421
31	62	0.5	0.5	4201	3948	42.8039	40.9608		0	2094.09	0.0840832	0.542042
31	63	0.5	0.5	3919	4175	40	43.3922		0	2082.54	0.0702962	0.535148
31	64	0.5	0.5	4154	3913	42.2941	41.2353		0	2088.43	0.0811141	0.540557
31	65	0.5	0.5	4121	3968	43.1961	40.2941		0	2085.54	0.0762144	0.538107
31	66	0.5	0.5	3970	3974	44.2353	38.2745		0	2059.02	0.052491	0.526245
31	67	0.5	0.5	4031	3972	40.9216	41.7451		0	2064.32	0.0708521	0.535426
31	68	0.5	0.5	3981	4110	41.2941	41.9216		0	2081.9	0.0535235	0.526762
31	69	0.5	0.5	3792	4282	39.9804	43.4118		0	2081.18	0.0873581	0.543679
31	70	0.5	0.5	4126	3975	41.0392	42.7451		0	2093.69	0.0518411	0.525921
31	71	0.5	0.5	4215	3866	44.3529	39.098		0	2081.19	-0.000103163	0.499948
31	72	0.5	0.5	4202	3823	44.3333	38.1176		0	2054.86	0.00592395	0.502962
31	73	0.5	0.5	4161	3919	43.5098	39.6275		0	2076.21	0.0577684	0.528884
31	74	0.5	0.5	4323	3739	42.2157	41.3333		0	2089.43	0.0492418	0.524621
31	75	0.5	0.5	4034	4116	41.2157	42.4706		0	2092.74	0.0581998	0.5291
31	76	0.5	0.5	3712	4323	38.4902	44.3137		0	2064.52	0.058274	0.529137
31	77	0.5	0.5	4179	3927	43.451	40.5294		0	2098.07	0.0562852	0.528143
31	78	0.5	0.5	3816	4285	39.7451	43.2745		0	2074.18	0.0396193	0.51981
31	79	0.5	0.5	4268	3769	44.6471	38.5294		0	2075.76	0.0283858	0.514193
31	80	0.5	0.5	4127	3956	42.5686	40.4314		0	2071.07	0.0571088	0.528554
31	81	0.5	0.5	4177	3916	43.5686	39.3333		0	2068.34	0.0780521	0.539026
31	82	0.5	0.5	4080	3986	41.6275	41.3922		0	2076.97	0.0722233	0.536112
31	83	0.5	0.5	4153	3919	42.3529	41.2941		0	2089.42	0.126805	0.563403
31	84	0.5	0.5	3852	4277	40.3137	43.451		0	2093.58	0.105806	0.552903
31	85	0.5	0.5	3970	4114	43.9216	39.2745		0	2078.29	0.0648791	0.53244
31	86	0.5	0.5	4139	3927	43.7059	40.1373		0	2094.59	0.0782037	0.539102
31	87	0.5	0.5	4025	4102	39.7255	44.0392		0	2088.1	0.100515	0.550257
31	88	0.5	0.5	4068	4004	39.9216	43.5294		0	2081.58	0.0572547	0.528627
31	89	0.5	0.5	3808	4209	39	44.5098		0	2081.75	0.103131	0.551566
31	90	0.5	0.5	4077	3976	42.2353	40.9804		0	2080.85	0.0966321	0.548316
31	91	0.5	0.5	3723	4356	41.6667	41.8235		0	2087.48	0.0406312	0.520316
31	92	0.5	0.5	4117	3932	44.8627	37.9804		0	2066.02	0.0382871	0.519144
31	93	0.5	0.5	4075	3952	41	41.6667		0	2068.41	0.0823711	0.541186
31	94	0.5	0.5	3905	4235	40.7451	43.2549		0	2095.9	0.0356712	0.517836
31	95	0.5	0.5	3833	4334	39.5882	43.8039		0	2083.46	0.0679966	0.533998
31	96	0.5	0.5	3935	4156	39.7059	43.9216		0	2090.84	0.0459756	0.522988
31	97	0.5	0.5	3920	4151	41.8627	41.1765		0	2076.97	0.0498955	0.524948
31	98	0.5	0.5	4036	4044	40.5294	42.3529		0	2073.06	0.0636789	0.531839
31	99	0.5	0.5	4258	3820	44.902	37.6863		0	2058.12	0.0792023	0.539601
32	0	0.5	0.5	3896	4130	40.8824	42.6078		0	2088.09	0.0551093	0.527555
32	1	0.5	0.5	4348	3633	44.3137	39		0	2081.01	0.0862477	0.543124
32	2	0.5	0.5	3954	4047	43.0784	40.3137		0	2084.37	0.0587102	0.529355
32	3	0.5	0.5	3909	4143	42.1569	41.8627		0	2098.97	0.0624418	0.531221
32	4	0.5	0.5	4051	3933	43.5098	39.8039		0	2080.18	0.0716737	0.535837
