Gen;Time;Col;Stim1;Workers1;Stim2;Workers2;Fitness
75;10;5;21.1478;147;25.6478;108;0
75;10;6;24.5378;102;21.8078;132;0
75;10;7;22.3178;126;25.5278;114;0
75;10;8;24.4478;99;21.3578;156;0
75;10;9;23.9978;114;22.5578;117;0
75;10;10;23.9978;120;22.7378;126;0
75;10;11;23.6378;120;23.1878;129;0
75;10;12;23.0978;123;23.6078;138;0
75;10;13;22.7378;126;24.0278;141;0
75;10;14;22.2578;147;25.3178;105;0
75;10;15;24.2078;123;22.1378;123;0
75;10;16;23.3378;108;23.6678;135;0
75;10;17;24.8378;93;22.2578;159;0
75;10;18;23.4878;117;23.5478;126;0
75;10;19;20.9678;132;25.9178;138;0
75;10;20;23.6678;111;23.3978;144;0
75;10;21;24.1478;111;23.4878;135;0
75;10;22;23.2178;120;24.6278;123;0
75;10;23;24.4478;117;22.5578;144;0
75;10;24;23.8178;138;22.7978;120;0
75;10;25;23.7878;129;22.5578;108;0
75;10;26;23.8778;114;24.0578;105;0
75;10;27;22.6778;126;25.0478;108;0
75;10;28;23.9978;135;22.9778;108;0
75;10;29;21.9278;132;24.4778;108;0
75;10;30;23.7278;117;23.1278;147;0
75;10;31;24.3878;135;22.5278;117;0
75;10;32;23.6378;141;22.3478;117;0
75;10;33;23.3078;114;23.6678;126;0
75;10;34;22.5278;126;23.9978;135;0
75;10;35;22.9178;108;25.1078;129;0
75;10;36;23.2478;108;23.0378;126;0
75;10;37;21.4778;144;26.1878;102;0
75;10;38;23.6978;117;23.5778;147;0
75;10;39;22.7678;135;23.6078;114;0
75;10;40;22.4678;159;24.0278;84;0
75;10;41;22.1678;147;24.3878;123;0
75;10;42;22.2278;132;24.6878;108;0
75;10;43;22.8278;120;24.2078;111;0
75;10;44;22.1678;141;24.7778;111;0
75;10;45;20.9378;138;25.9778;123;0
75;10;46;23.8478;108;22.5578;129;0
75;10;47;21.7778;144;25.7378;105;0
75;10;48;23.5478;114;23.8778;126;0
75;10;49;24.8978;111;22.9178;132;0
75;10;50;24.8078;108;21.6878;135;0
75;10;51;22.4378;126;24.0578;120;0
75;10;52;23.0978;147;25.1378;90;0
75;10;53;21.6578;123;24.8978;126;0
75;10;54;22.8278;132;23.9078;120;0
75;10;55;24.5978;108;22.6478;132;0
75;10;56;22.9478;108;23.6078;129;0
75;10;57;19.4678;123;26.5478;105;0
75;10;58;22.3478;132;25.1378;102;0
75;10;59;23.1278;138;24.3278;102;0
75;10;60;23.7278;138;23.6378;117;0
75;10;61;27.0578;108;19.7378;141;0
75;10;62;22.4378;123;23.6078;144;0
75;10;63;22.3478;126;24.1778;135;0
75;10;64;22.9178;108;24.1778;144;0
75;10;65;25.0478;105;20.9378;138;0
75;10;66;22.1978;135;24.9278;105;0
75;10;67;22.4678;144;24.2078;111;0
75;10;68;23.7578;123;23.3978;141;0
75;10;69;26.2778;105;21.2078;156;0
75;10;70;23.9078;135;22.8278;120;0
75;10;71;21.7478;144;24.2078;114;0
75;10;72;21.2378;132;25.1978;123;0
75;10;73;22.5278;117;23.5778;108;0
75;10;74;24.8378;123;22.4978;129;0
75;10;75;24.1778;123;22.9178;150;0
75;10;76;20.6378;153;27.4478;90;0
75;10;77;21.0278;153;25.4978;93;0
75;10;78;24.4178;99;22.1978;138;0
75;10;79;23.2178;114;23.8178;138;0
75;10;80;22.3178;138;25.1978;114;0
75;10;81;22.9478;126;23.6378;114;0
75;10;82;21.5678;144;25.0478;117;0
75;10;83;22.5578;111;24.3278;108;0
75;10;84;23.6678;156;24.4178;99;0
75;10;85;23.9678;132;23.6678;117;0
75;10;86;22.9778;120;24.4478;132;0
75;10;87;20.5778;156;26.0378;93;0
75;10;88;22.6778;138;24.5978;99;0
75;10;89;20.5478;156;26.5778;93;0
75;10;90;23.7878;111;23.0378;138;0
75;10;91;21.4178;168;24.8978;93;0
75;10;92;22.7978;120;25.0178;105;0
75;10;93;21.3278;153;25.7078;102;0
75;10;94;23.3378;93;23.6978;141;0
75;10;95;20.5178;135;25.9178;102;0
75;10;96;23.7578;123;22.8878;138;0
75;10;97;23.0078;123;24.5378;123;0
75;10;98;23.8778;123;24.3278;117;0
75;10;99;22.0478;135;25.4078;135;0
75;20;0;45.5827;132;47.8327;102;0
75;20;1;44.4727;147;48.9427;132;0
75;20;2;44.6527;105;48.3127;150;0
75;20;3;45.7927;129;45.4327;123;0
75;20;4;43.7227;126;49.3927;111;0
75;20;5;42.7027;141;49.9327;102;0
75;20;6;47.4427;138;44.9227;105;0
75;20;7;44.5627;123;48.5827;150;0
75;20;8;48.7327;93;42.1327;147;0
75;20;9;46.5727;126;45.3727;129;0
75;20;10;46.2727;123;45.6727;138;0
75;20;11;46.6027;126;46.0627;129;0
75;20;12;45.0127;126;47.2327;114;0
75;20;13;44.8927;132;47.2327;117;0
75;20;14;43.8727;123;49.3927;132;0
75;20;15;47.0527;123;44.3527;141;0
75;20;16;47.8327;111;45.2827;129;0
75;20;17;48.5827;138;44.1427;108;0
75;20;18;47.4727;105;44.9227;144;0
75;20;19;42.2527;153;50.1427;81;0
75;20;20;46.0027;141;46.8127;120;0
75;20;21;48.1327;114;44.9527;147;0
75;20;22;45.4327;105;47.8027;126;0
75;20;23;46.9027;132;45.4027;126;0
75;20;24;44.5327;141;47.5927;99;0
75;20;25;45.7327;138;46.2727;105;0
75;20;26;46.9027;141;46.5727;114;0
75;20;27;44.7127;141;48.7927;105;0
75;20;28;46.7527;141;46.0027;129;0
75;20;29;44.8027;126;47.8627;117;0
75;20;30;46.4227;120;46.2127;135;0
75;20;31;46.4227;114;46.2127;120;0
75;20;32;45.5827;147;45.4927;126;0
75;20;33;44.9527;132;47.2627;126;0
75;20;34;45.0127;132;46.6027;132;0
75;20;35;45.2227;123;48.1027;126;0
75;20;36;46.6927;129;45.1027;129;0
75;20;37;44.9227;123;49.2127;129;0
75;20;38;48.7327;102;43.6327;141;0
75;20;39;45.5827;123;46.2427;111;0
75;20;40;44.7127;129;47.5927;135;0
75;20;41;43.4827;135;48.8527;96;0
75;20;42;43.7827;96;49.1527;120;0
75;20;43;44.2027;147;48.7627;114;0
75;20;44;44.1727;126;48.2527;123;0
75;20;45;43.1527;129;49.2727;123;0
75;20;46;47.1727;117;44.4427;150;0
75;20;47;43.0027;150;50.3827;96;0
75;20;48;48.0727;114;44.9527;123;0
75;20;49;48.3727;144;44.3827;129;0
75;20;50;48.4627;117;43.9927;138;0
75;20;51;46.6027;120;45.3727;117;0
75;20;52;45.1927;117;48.4327;126;0
75;20;53;44.8327;114;47.6227;126;0
75;20;54;46.5727;93;46.0927;153;0
75;20;55;47.8927;156;45.0127;108;0
75;20;56;46.3027;120;45.3727;132;0
75;20;57;41.9827;126;49.4827;102;0
75;20;58;45.6427;96;47.1427;138;0
75;20;59;45.6727;123;47.2627;117;0
75;20;60;45.1927;132;47.5327;117;0
75;20;61;50.0227;111;42.5227;120;0
75;20;62;46.5427;120;45.2527;138;0
75;20;63;43.5727;135;48.4627;123;0
75;20;64;46.0327;120;46.6327;117;0
75;20;65;48.7327;129;42.5827;117;0
75;20;66;43.6327;138;49.3027;105;0
75;20;67;44.4427;138;47.9527;120;0
75;20;68;46.6927;129;45.4327;141;0
75;20;69;48.2527;129;45.3427;102;0
75;20;70;46.3627;117;46.2727;120;0
75;20;71;42.2827;147;48.8527;114;0
75;20;72;44.6227;129;47.7727;123;0
75;20;73;43.8727;135;47.3227;111;0
75;20;74;48.0727;144;45.2527;105;0
75;20;75;48.6427;102;43.9627;132;0
75;20;76;42.1627;120;51.6127;126;0
75;20;77;43.2427;138;48.7327;114;0
75;20;78;48.8827;111;43.1527;138;0
75;20;79;47.5027;108;45.4627;135;0
75;20;80;44.6527;135;48.3727;123;0
75;20;81;45.1027;111;46.4827;144;0
75;20;82;43.4827;123;49.2727;120;0
75;20;83;46.0327;108;46.4527;153;0
75;20;84;45.0727;117;48.7027;117;0
75;20;85;47.5027;108;45.6427;117;0
75;20;86;46.4827;123;46.4227;123;0
75;20;87;41.5327;156;50.5027;123;0
75;20;88;44.2027;126;48.4927;132;0
75;20;89;40.7227;132;51.7327;126;0
75;20;90;47.7727;99;45.0427;147;0
75;20;91;43.3627;114;48.7027;135;0
75;20;92;45.6127;117;47.6827;138;0
75;20;93;44.9227;108;47.8027;144;0
75;20;94;47.8627;114;44.3527;138;0
75;20;95;42.7027;120;49.2127;123;0
75;20;96;46.6627;111;45.7327;120;0
75;20;97;45.5827;108;47.6527;132;0
75;20;98;46.2427;132;47.7127;123;0
75;20;99;44.1427;126;48.9427;135;0
75;30;0;74.9558;132;79.9058;108;0
75;30;1;75.6758;96;79.0658;153;0
75;30;2;74.8058;141;79.1558;129;0
75;30;3;76.4258;135;76.2458;117;0
75;30;4;73.9958;123;80.6858;123;0
75;30;5;72.4658;153;82.0958;111;0
75;30;6;78.3158;117;75.7358;132;0
75;30;7;74.8058;120;79.6958;117;0
75;30;8;81.2858;129;70.9058;147;0
75;30;9;77.5058;120;75.9758;102;0
75;30;10;76.6358;120;77.0258;126;0
75;30;11;77.3558;111;76.9358;138;0
75;30;12;75.4058;147;78.5858;111;0
75;30;13;74.4758;120;78.8258;141;0
75;30;14;75.2558;126;79.3658;123;0
75;30;15;78.6758;114;74.3258;126;0
75;30;16;78.2858;147;76.6058;102;0
75;30;17;77.5658;123;76.4258;114;0
75;30;18;80.0858;108;74.2058;129;0
75;30;19;70.5758;147;83.2958;96;0
75;30;20;74.8358;144;79.5758;102;0
75;30;21;80.1758;120;74.9558;129;0
75;30;22;75.0158;141;79.9358;120;0
75;30;23;77.2358;120;76.6658;108;0
75;30;24;74.2358;132;79.3358;117;0
75;30;25;75.1058;126;78.6158;120;0
75;30;26;75.6458;135;79.0958;129;0
75;30;27;74.0258;108;80.8358;138;0
75;30;28;79.7858;111;74.5658;132;0
75;30;29;75.5258;129;78.4058;132;0
75;30;30;77.5658;141;76.2758;117;0
75;30;31;77.6858;123;76.7558;126;0
75;30;32;75.5858;126;77.0258;120;0
75;30;33;74.4458;132;79.0358;114;0
75;30;34;75.9458;108;77.3858;138;0
75;30;35;74.6558;156;80.0858;105;0
75;30;36;78.7058;102;74.9558;138;0
75;30;37;76.2758;120;79.3058;138;0
75;30;38;80.5658;123;73.4858;111;0
75;30;39;76.5458;129;76.4858;111;0
75;30;40;75.7058;114;78.1358;144;0
75;30;41;74.6858;126;79.9058;111;0
75;30;42;75.7958;120;79.0658;102;0
75;30;43;74.4158;123;80.1458;120;0
75;30;44;74.6858;123;79.2158;111;0
75;30;45;72.9758;135;80.8958;120;0
75;30;46;78.1958;126;75.0158;105;0
75;30;47;72.6758;114;82.2758;129;0
75;30;48;79.3358;138;75.1058;117;0
75;30;49;79.4558;129;75.3158;138;0
75;30;50;79.3958;135;74.7158;129;0
75;30;51;76.7858;108;76.8758;102;0
75;30;52;75.9758;120;79.4258;138;0
75;30;53;75.1058;135;78.4958;123;0
75;30;54;78.6458;117;75.9158;102;0
75;30;55;77.1758;132;77.2658;114;0
75;30;56;77.5358;126;75.9458;129;0
75;30;57;70.8458;138;82.0658;120;0
75;30;58;77.3558;129;76.7558;126;0
75;30;59;76.9058;138;77.5058;111;0
75;30;60;76.8458;111;77.5058;129;0
75;30;61;79.7258;132;74.7158;111;0
75;30;62;77.8358;126;74.9558;123;0
75;30;63;74.4458;117;79.4258;138;0
75;30;64;76.7258;135;77.2358;123;0
75;30;65;79.4258;126;73.4258;120;0
75;30;66;73.2458;123;81.2858;108;0
75;30;67;77.0558;87;76.9058;159;0
75;30;68;78.7358;102;75.1658;135;0
75;30;69;78.7358;111;76.9058;126;0
75;30;70;77.2358;108;76.8758;138;0
75;30;71;74.3858;108;78.5858;135;0
75;30;72;73.8758;132;80.2358;117;0
75;30;73;74.3558;129;78.5858;144;0
75;30;74;77.5958;120;77.0858;132;0
75;30;75;81.4958;111;72.5858;141;0
75;30;76;74.1158;126;81.4058;147;0
75;30;77;74.5058;99;79.5458;141;0
75;30;78;79.8758;117;73.3058;135;0
75;30;79;77.5058;123;77.5358;120;0
75;30;80;75.1658;117;79.5758;108;0
75;30;81;75.7058;138;77.4758;111;0
75;30;82;73.7858;120;80.3858;123;0
75;30;83;78.2558;108;75.7358;144;0
75;30;84;76.0058;117;79.0058;138;0
75;30;85;79.0658;105;75.7958;138;0
75;30;86;75.8558;138;79.0358;90;0
75;30;87;71.4458;126;81.7958;117;0
75;30;88;76.5158;111;78.1358;141;0
75;30;89;71.2958;147;82.7858;111;0
75;30;90;79.9358;114;74.3858;129;0
75;30;91;75.4358;132;77.8358;120;0
75;30;92;75.7958;138;79.1858;123;0
75;30;93;75.2858;120;78.9158;117;0
75;30;94;79.4558;129;73.8758;141;0
75;30;95;74.5058;132;79.0958;129;0
75;30;96;77.9558;132;76.2158;120;0
75;30;97;75.6758;144;79.3958;102;0
75;30;98;76.7558;120;79.1258;108;0
75;30;99;75.5858;111;79.1858;126;0
75;40;0;94.8142;150;102.824;117;0
75;40;1;98.0542;99;100.244;141;0
75;40;2;96.8842;135;100.814;129;0
75;40;3;96.7942;138;99.4642;114;0
75;40;4;95.0242;120;102.884;114;0
75;40;5;93.4942;126;104.264;132;0
75;40;6;99.6442;123;97.7842;135;0
75;40;7;96.7642;117;101.144;123;0
75;40;8;102.374;132;92.9242;114;0
75;40;9;98.6842;114;97.9042;135;0
75;40;10;98.8942;117;97.8142;147;0
75;40;11;100.514;117;97.0942;132;0
75;40;12;96.3442;132;100.814;132;0
75;40;13;97.3342;126;99.8542;108;0
75;40;14;96.6442;129;101.264;132;0
75;40;15;100.394;138;95.8042;132;0
75;40;16;98.8942;126;99.1942;123;0
75;40;17;99.4642;117;97.9342;120;0
75;40;18;101.324;135;96.1342;123;0
75;40;19;90.7642;126;106.514;132;0
75;40;20;95.7142;144;102.434;114;0
75;40;21;101.024;132;97.7242;105;0
75;40;22;95.9242;105;102.614;135;0
75;40;23;99.6442;120;97.5142;126;0
75;40;24;95.5342;111;101.504;135;0
75;40;25;96.6442;114;100.394;120;0
75;40;26;98.7742;111;99.7942;123;0
75;40;27;96.9442;111;101.204;120;0
75;40;28;100.934;132;96.4042;111;0
75;40;29;96.8842;147;100.334;126;0
75;40;30;97.0342;141;100.064;108;0
75;40;31;99.2242;129;98.4742;129;0
75;40;32;97.3342;126;98.2042;120;0
75;40;33;93.3742;159;103.934;75;0
75;40;34;99.1642;120;97.6642;129;0
75;40;35;95.8642;117;102.644;123;0
75;40;36;101.024;114;95.9542;129;0
75;40;37;98.0842;141;101.324;120;0
75;40;38;102.944;120;94.2442;135;0
75;40;39;97.3042;165;98.8342;108;0
75;40;40;96.6742;144;100.394;102;0
75;40;41;97.3642;117;100.424;132;0
75;40;42;97.7542;117;100.574;129;0
75;40;43;94.7542;141;103.394;114;0
75;40;44;95.6842;120;101.624;135;0
75;40;45;93.2842;123;104.144;123;0
75;40;46;100.754;108;95.7142;123;0
75;40;47;94.0942;123;104.264;114;0
75;40;48;100.814;114;96.9442;141;0
75;40;49;102.644;114;95.7442;150;0
75;40;50;101.114;123;95.9242;141;0
75;40;51;97.3042;138;99.7042;117;0
75;40;52;97.2742;117;102.134;129;0
75;40;53;97.9342;105;99.4042;135;0
75;40;54;98.4742;135;99.5542;126;0
75;40;55;98.2342;117;99.3142;141;0
75;40;56;98.4442;156;98.5042;99;0
75;40;57;91.8442;156;104.324;105;0
75;40;58;98.6842;126;98.8942;108;0
75;40;59;97.0942;144;101.294;96;0
75;40;60;98.8342;129;98.6242;111;0
75;40;61;100.454;135;96.9142;117;0
75;40;62;99.8242;108;96.5542;114;0
75;40;63;96.3742;141;100.994;108;0
75;40;64;97.9942;126;99.4042;114;0
75;40;65;100.544;114;95.6842;123;0
75;40;66;95.7442;126;102.284;108;0
75;40;67;100.334;114;96.6442;129;0
75;40;68;101.474;111;96.1942;123;0
75;40;69;101.324;117;97.5142;156;0
75;40;70;100.154;102;97.4242;129;0
75;40;71;97.3642;129;98.3842;117;0
75;40;72;95.3842;102;102.134;120;0
75;40;73;96.5542;126;100.154;129;0
75;40;74;100.454;84;98.1442;117;0
75;40;75;105.824;90;91.6042;141;0
75;40;76;94.5142;132;104.144;117;0
75;40;77;96.3742;132;100.964;108;0
75;40;78;101.114;132;95.4742;123;0
75;40;79;100.484;99;98.0242;132;0
75;40;80;96.5242;135;101.864;105;0
75;40;81;97.3642;120;99.2542;129;0
75;40;82;95.2642;114;102.284;111;0
75;40;83;100.064;120;97.1842;132;0
75;40;84;97.5142;156;100.574;108;0
75;40;85;102.194;120;96.2242;126;0
75;40;86;98.7442;111;100.124;126;0
75;40;87;93.9442;129;102.794;120;0
75;40;88;101.444;87;96.4642;165;0
75;40;89;92.1742;96;105.014;144;0
75;40;90;101.864;141;95.2042;105;0
75;40;91;96.0442;129;100.184;123;0
75;40;92;96.7342;129;101.894;123;0
75;40;93;96.9742;144;100.874;111;0
75;40;94;101.234;141;95.7142;105;0
75;40;95;97.3642;108;99.6442;108;0
75;40;96;101.084;111;96.2842;141;0
75;40;97;95.4142;132;102.764;132;0
75;40;98;97.5442;135;101.534;117;0
75;40;99;98.0242;126;99.9742;120;0
75;50;0;122.84;90;129.2;153;0
75;50;1;125.51;138;127.28;120;0
75;50;2;122.24;147;129.47;99;0
75;50;3;123.65;138;126.86;117;0
75;50;4;122.24;141;130.07;129;0
75;50;5;121.97;90;130.94;120;0
75;50;6;126.32;141;125.96;108;0
75;50;7;123.05;135;129.23;126;0
75;50;8;128.39;132;121.25;123;0
75;50;9;125.66;123;125.03;132;0
75;50;10;125.21;138;126.11;123;0
75;50;11;128.6;111;123.62;147;0
75;50;12;123.32;105;128.69;138;0
75;50;13;122.66;141;129.02;108;0
75;50;14;125.3;120;127.46;126;0
75;50;15;128.27;129;122.54;117;0
75;50;16;126.71;135;125.81;120;0
75;50;17;127.4;135;124.25;135;0
75;50;18;128.96;135;123.5;114;0
75;50;19;117.98;138;133.52;135;0
75;50;20;122.51;117;130.04;126;0
75;50;21;127.52;150;125.81;117;0
75;50;22;124.31;123;128.57;135;0
75;50;23;126.74;135;124.88;120;0
75;50;24;123.41;114;128.21;126;0
75;50;25;124.73;129;126.89;114;0
75;50;26;125.9;132;126.8;120;0
75;50;27;123.95;117;128.66;126;0
75;50;28;127.85;105;123.29;129;0
75;50;29;123.56;129;128.27;105;0
75;50;30;125.21;123;126.26;138;0
75;50;31;127.31;111;124.31;150;0
75;50;32;124.67;120;125.21;120;0
75;50;33;119.51;135;132.05;114;0
75;50;34;125.93;150;125.33;111;0
75;50;35;123.44;123;129.17;114;0
75;50;36;127.04;147;124.64;114;0
75;50;37;126.47;114;127.4;138;0
75;50;38;131.78;96;119.87;150;0
75;50;39;122.6;129;128.21;102;0
75;50;40;122.63;147;128.78;111;0
75;50;41;124.46;132;127.91;93;0
75;50;42;125.06;120;127.52;132;0
75;50;43;119.6;135;133.01;108;0
75;50;44;122.48;159;129.65;102;0
75;50;45;120.5;120;131.18;126;0
75;50;46;126.65;117;123.65;129;0
75;50;47;123.23;93;129.38;159;0
75;50;48;128.18;123;123.98;123;0
75;50;49;131.33;111;121.82;141;0
75;50;50;128.9;117;122.84;135;0
75;50;51;125.21;132;126.08;111;0
75;50;52;126.17;99;128;126;0
75;50;53;124.1;159;127.61;102;0
75;50;54;126.14;123;126.32;129;0
75;50;55;124.4;141;127.37;126;0
75;50;56;124.52;132;126.89;123;0
75;50;57;119.03;120;131.99;105;0
75;50;58;126.17;114;126.41;111;0
75;50;59;122.69;150;130.04;108;0
75;50;60;124.1;153;128.09;102;0
75;50;61;128.06;111;124.04;147;0
75;50;62;127.37;135;123.29;132;0
75;50;63;124.46;96;127.1;138;0
75;50;64;124.58;126;127.88;117;0
75;50;65;126.38;153;124.52;102;0
75;50;66;121.07;108;131.36;123;0
75;50;67;127.64;123;123.35;126;0
75;50;68;126.26;168;125.96;96;0
75;50;69;129.02;135;124.52;144;0
75;50;70;128.69;96;123.35;150;0
75;50;71;124.94;102;125.36;135;0
75;50;72;122.57;123;129.29;129;0
75;50;73;123.47;117;128.06;120;0
75;50;74;127.7;135;125.33;123;0
75;50;75;133.07;135;118.37;117;0
75;50;76;120.71;126;132.05;111;0
75;50;77;123.62;114;128.48;117;0
75;50;78;127.4;126;123.47;111;0
75;50;79;128.03;120;125.15;135;0
75;50;80;123.26;132;129.17;123;0
75;50;81;125.27;111;125.27;144;0
75;50;82;122.78;120;129.56;114;0
75;50;83;127.25;123;124.52;135;0
75;50;84;124.76;120;128.21;120;0
75;50;85;130.19;99;122.81;147;0
75;50;86;125.33;153;128.21;90;0
75;50;87;120.5;138;130.79;114;0
75;50;88;130.19;135;122.33;123;0
75;50;89;120.59;120;131.72;126;0
75;50;90;128.3;120;122.81;141;0
75;50;91;123.08;144;127.46;117;0
75;50;92;123.92;138;128.84;132;0
75;50;93;123.02;138;129.29;114;0
75;50;94;127.37;138;123.98;102;0
75;50;95;124.16;132;127.25;135;0
75;50;96;128.12;141;123.71;111;0
75;50;97;123.05;117;129.74;129;0
75;50;98;124.4;126;128.96;135;0
75;50;99;123.74;141;128.48;117;0
75;60;0;144.83;114;147.23;150;0
75;60;1;145.82;99;147.53;126;0
75;60;2;141.98;129;150.59;126;0
75;60;3;143.48;132;147.17;117;0
75;60;4;141.35;126;151.37;111;0
75;60;5;141.47;150;151.94;96;0
75;60;6;146.99;117;145.64;111;0
75;60;7;143.24;135;148.82;126;0
75;60;8;147.62;132;142.43;117;0
75;60;9;145.79;132;145.22;111;0
75;60;10;143.84;144;147.47;129;0
75;60;11;150.5;114;142.55;132;0
75;60;12;142.88;156;149.93;90;0
75;60;13;142.46;126;149.54;132;0
75;60;14;144.32;138;148.7;120;0
75;60;15;146.63;135;144.32;90;0
75;60;16;146.06;105;147.05;123;0
75;60;17;147.71;123;144.08;147;0
75;60;18;148.13;120;144.32;132;0
75;60;19;138.17;132;153.47;117;0
75;60;20;142.94;120;150.08;129;0
75;60;21;147.11;138;146.69;120;0
75;60;22;144.62;123;148.85;129;0
75;60;23;147.05;129;144.8;132;0
75;60;24;142.1;144;149.3;117;0
75;60;25;144.65;114;147.62;123;0
75;60;26;146.09;120;146.93;138;0
75;60;27;143.45;123;149.15;114;0
75;60;28;148.58;138;142.34;126;0
75;60;29;143.81;117;148.37;132;0
75;60;30;144.35;123;147.32;111;0
75;60;31;148.82;99;143.03;147;0
75;60;32;144.62;114;146.42;117;0
75;60;33;138.89;114;152.93;120;0
75;60;34;144.44;117;147.02;135;0
75;60;35;143.03;114;149.48;141;0
75;60;36;144.98;132;147.14;102;0
75;60;37;148.43;114;146.18;132;0
75;60;38;152.54;132;139.16;135;0
75;60;39;143.36;108;147.41;156;0
75;60;40;142.28;126;148.97;129;0
75;60;41;143.81;135;149.06;123;0
75;60;42;147.5;102;145.28;144;0
75;60;43;138.8;120;153.95;126;0
75;60;44;143.3;144;149.72;105;0
75;60;45;140.27;135;151.61;117;0
75;60;46;146.81;123;143.87;90;0
75;60;47;142.91;150;149.51;99;0
75;60;48;148.58;111;143.9;132;0
75;60;49;151.1;135;142.04;126;0
